LISTING: red steel led strip, size 10 | BRAND: Ostrell | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white aluminum cat tree, size 4 | BRAND: Vestra | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red nylon vape pen, size 11 | BRAND: Corvale | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey leather kettle, size 8 | BRAND: Brontek | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: red silicone trail shoes, size 7 | BRAND: Ostrell | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: grey silicone duffel bag, size 3 | BRAND: TrailKing | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: grey canvas trail shoes, size 7 | BRAND: Ironmark | REGION: UK -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: orange leather angle grinder, size 10 | BRAND: Vornado | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black leather backpack, size 6 | BRAND: Mavano | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: white rubber led strip, size 11 | BRAND: Ironmark | REGION: EU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white canvas resistance bands, size 4 | BRAND: Fenwick | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: grey canvas duffel bag, size 2 | BRAND: TrailKing | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: grey canvas laser pointer, size 11 | BRAND: Fenwick | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red cotton air fryer, size 8 | BRAND: VoltEdge | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: white cotton desk lamp, size 12 | BRAND: Jovita | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: blue nylon toaster, size 10 | BRAND: Duxton | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black canvas blender, size 3 | BRAND: Tabor | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange steel angle grinder, size 2 | BRAND: Brontek | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey steel pet bed, size 4 | BRAND: Pinevale | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green aluminum laser pointer, size 5 | BRAND: Rendale | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black steel dumbbell set, size 12 | BRAND: TrailKing | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: red silicone cordless drill, size 2 | BRAND: TrailKing | REGION: UK -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: grey canvas suitcase, size 7 | BRAND: Tabor | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: blue aluminum running shoes, size 10 | BRAND: Brontek | REGION: UK -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: red leather dumbbell set, size 12 | BRAND: Lorvex | REGION: EU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: orange leather circular saw, size 8 | BRAND: Elmira | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black canvas kettle, size 9 | BRAND: Kestrel | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: grey steel blender, size 6 | BRAND: Ostrell | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: blue rubber cat tree, size 9 | BRAND: Grohler | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: white aluminum dog leash, size 7 | BRAND: Nordbay | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey leather welding gloves, size 12 | BRAND: Halvern | REGION: UK -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: black nylon laser pointer, size 5 | BRAND: Fenwick | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red silicone desk lamp, size 12 | BRAND: Kestrel | REGION: EU -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: white canvas vape pen, size 9 | BRAND: Lorvex | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue silicone power bank, size 10 | BRAND: Ironmark | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: green rubber desk lamp, size 1 | BRAND: Umbral | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: black rubber heat gun, size 10 | BRAND: Tabor | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow nylon led strip, size 9 | BRAND: Mavano | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red aluminum floor lamp, size 11 | BRAND: Duxton | REGION: EU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white cotton pet bed, size 9 | BRAND: Fenwick | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black leather work gloves, size 4 | BRAND: PawHaven | REGION: EU -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: white canvas pet bed, size 3 | BRAND: PawHaven | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey rubber air fryer, size 9 | BRAND: Adera | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: grey leather cat tree, size 7 | BRAND: Corvale | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red steel floor lamp, size 8 | BRAND: Luminara | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red cotton backpack, size 11 | BRAND: VoltEdge | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: flagged
LISTING: black leather lock pick set, size 8 | BRAND: Mavano | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey rubber yoga mat, size 1 | BRAND: Mavano | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: grey rubber yoga mat, size 5 | BRAND: Grohler | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: green nylon air fryer, size 1 | BRAND: Vornado | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: orange rubber welding gloves, size 6 | BRAND: Vestra | REGION: CA -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: blue silicone phone case, size 8 | BRAND: Duxton | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: grey leather work gloves, size 4 | BRAND: Luminara | REGION: US -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: grey silicone vape pen, size 10 | BRAND: Adera | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue aluminum blender, size 6 | BRAND: TrailKing | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: yellow silicone running shoes, size 9 | BRAND: Tabor | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: orange steel pet bed, size 4 | BRAND: Umbral | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black rubber led strip, size 8 | BRAND: Luminara | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white silicone cat tree, size 6 | BRAND: Elmira | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow rubber vape pen, size 8 | BRAND: Umbral | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow nylon circular saw, size 7 | BRAND: Brontek | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow leather suitcase, size 4 | BRAND: Grohler | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: green rubber toaster, size 3 | BRAND: Lorvex | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: green rubber phone case, size 1 | BRAND: VoltEdge | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: blue silicone stun gun, size 5 | BRAND: Rendale | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white canvas resistance bands, size 8 | BRAND: Quorra | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: grey silicone backpack, size 12 | BRAND: Corvale | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: red leather dumbbell set, size 8 | BRAND: Mavano | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: yellow canvas phone case, size 7 | BRAND: Fenwick | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: grey leather suitcase, size 4 | BRAND: Krendal | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: red steel backpack, size 4 | BRAND: Luminara | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: flagged
LISTING: green rubber running shoes, size 7 | BRAND: PawHaven | REGION: AU -> CATEGORY: Athletic Footwear | VERDICT: flagged
LISTING: orange nylon blender, size 1 | BRAND: Mavano | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow nylon blender, size 5 | BRAND: Luminara | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: yellow nylon lock pick set, size 3 | BRAND: Duxton | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red nylon circular saw, size 5 | BRAND: Elmira | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: red leather laser pointer, size 12 | BRAND: Fenwick | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue rubber stun gun, size 2 | BRAND: Halvern | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange silicone dog leash, size 10 | BRAND: Umbral | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black leather blender, size 3 | BRAND: Ostrell | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black leather duffel bag, size 9 | BRAND: Luminara | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: flagged
LISTING: white steel trail shoes, size 12 | BRAND: Rendale | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: grey canvas desk lamp, size 12 | BRAND: Lorvex | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: grey rubber pet bed, size 6 | BRAND: Halvern | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: white steel charging cable, size 11 | BRAND: Vornado | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: grey aluminum running shoes, size 4 | BRAND: Fenwick | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: blue cotton backpack, size 6 | BRAND: Corvale | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: black canvas cat tree, size 5 | BRAND: TrailKing | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: orange canvas vape pen, size 7 | BRAND: Lorvex | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white steel angle grinder, size 3 | BRAND: Vornado | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: red leather toaster, size 2 | BRAND: Quorra | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow steel air fryer, size 11 | BRAND: Quorra | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow cotton welding gloves, size 10 | BRAND: Mavano | REGION: CA -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: yellow silicone blender, size 5 | BRAND: Luminara | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: grey cotton pet bed, size 1 | BRAND: Pinevale | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow nylon angle grinder, size 2 | BRAND: Vornado | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange cotton duffel bag, size 6 | BRAND: Mavano | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: green cotton resistance bands, size 4 | BRAND: Brontek | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: orange canvas blender, size 2 | BRAND: Adera | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow steel circular saw, size 2 | BRAND: Elmira | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black silicone trail shoes, size 7 | BRAND: Tabor | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: black silicone cat tree, size 9 | BRAND: Vornado | REGION: US -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: yellow rubber backpack, size 7 | BRAND: Grohler | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: green canvas dog leash, size 9 | BRAND: Ironmark | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey steel kettle, size 5 | BRAND: Lorvex | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black rubber toaster, size 1 | BRAND: Nordbay | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange rubber trail shoes, size 8 | BRAND: Rendale | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: blue aluminum pet bed, size 2 | BRAND: PawHaven | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: orange canvas desk lamp, size 1 | BRAND: Rendale | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: green aluminum welding gloves, size 4 | BRAND: Quorra | REGION: AU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: grey silicone angle grinder, size 8 | BRAND: Pinevale | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow steel charging cable, size 9 | BRAND: Rendale | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: orange canvas resistance bands, size 2 | BRAND: Jovita | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: white rubber cat tree, size 9 | BRAND: PawHaven | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow rubber circular saw, size 12 | BRAND: Pinevale | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey canvas led strip, size 1 | BRAND: Luminara | REGION: EU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: blue nylon phone case, size 2 | BRAND: Fenwick | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: red leather air fryer, size 3 | BRAND: Fenwick | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: blue aluminum dog leash, size 6 | BRAND: Quorra | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow steel yoga mat, size 11 | BRAND: Quorra | REGION: EU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: grey aluminum cat tree, size 11 | BRAND: Nordbay | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green aluminum pet bed, size 4 | BRAND: Rendale | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: orange cotton yoga mat, size 8 | BRAND: Fenwick | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: black rubber vape pen, size 7 | BRAND: Jovita | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange leather phone case, size 12 | BRAND: Vornado | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: red aluminum air fryer, size 1 | BRAND: Vestra | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: red silicone vape pen, size 2 | BRAND: Brontek | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow nylon toaster, size 4 | BRAND: Adera | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange silicone desk lamp, size 1 | BRAND: Grohler | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: orange cotton backpack, size 9 | BRAND: Kestrel | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: flagged
LISTING: black cotton phone case, size 11 | BRAND: VoltEdge | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: orange steel cordless drill, size 9 | BRAND: Pinevale | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey cotton running shoes, size 2 | BRAND: Mavano | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: grey aluminum dumbbell set, size 7 | BRAND: Ostrell | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: blue cotton laser pointer, size 1 | BRAND: Lorvex | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green rubber angle grinder, size 1 | BRAND: Quorra | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: blue aluminum circular saw, size 10 | BRAND: Nordbay | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black silicone phone case, size 9 | BRAND: VoltEdge | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: yellow silicone dog leash, size 2 | BRAND: Solvex | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: orange silicone laser pointer, size 4 | BRAND: Solvex | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white cotton desk lamp, size 6 | BRAND: Luminara | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white leather circular saw, size 11 | BRAND: Quorra | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow rubber stun gun, size 1 | BRAND: Fenwick | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue silicone dumbbell set, size 6 | BRAND: PawHaven | REGION: EU -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: grey canvas cat tree, size 4 | BRAND: PawHaven | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: orange rubber pet bed, size 8 | BRAND: Corvale | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: green canvas power bank, size 6 | BRAND: VoltEdge | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: black canvas duffel bag, size 3 | BRAND: Brontek | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: red nylon charging cable, size 10 | BRAND: VoltEdge | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white silicone vape pen, size 9 | BRAND: Nordbay | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey nylon toaster, size 1 | BRAND: Vornado | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: black rubber cat tree, size 2 | BRAND: Grohler | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: orange silicone cordless drill, size 10 | BRAND: Umbral | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey steel air fryer, size 7 | BRAND: Duxton | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow rubber floor lamp, size 3 | BRAND: Vornado | REGION: CA -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: red cotton suitcase, size 6 | BRAND: Ironmark | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: blue aluminum blender, size 8 | BRAND: Ironmark | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow canvas work gloves, size 1 | BRAND: TrailKing | REGION: US -> CATEGORY: Safety Gloves | VERDICT: flagged
